gene	transcript	D01_Ctrl_0h	D01_Lps_1h	D01_Lps_2h	D01_Lps_4h	D01_Lps_6h	D09_Ctrl_0h	D09_Lps_1h	D09_Lps_2h	D09_Lps_4h	D09_Lps_6h
NLRP14	NA	0	0	0	2	0	0	0	0	0	0
LOC643339	NA	1	4	0	0	0	3	0	0	0	0
SNX21	NA	35	29	19	0	7	19	19	13	3	3
MAGEB17	NA	0	0	0	0	0	0	0	0	0	0
MIR3713	NA	0	0	0	0	0	0	0	0	0	0
C1QTNF8	NA	0	0	0	0	0	0	0	0	0	0
IFNA8	NA	0	0	0	0	0	0	0	0	0	0
SPRR1B	NA	0	0	0	0	0	0	0	0	0	0
SNX17	NA	969	1148	542	235	565	679	773	567	537	553
FLRT1	NA	7	6	4	1	0	2	2	0	0	0
MIR375	NA	0	0	0	0	0	0	0	0	0	0
SNCA-AS1	NA	0	0	0	0	1	0	0	0	0	0
MIR3193	NA	0	0	0	0	0	0	0	0	0	0
ASB2	NA	45	48	18	0	0	10	6	0	0	0
HBG1	NA	0	0	0	0	0	0	0	0	0	0
RPRML	NA	0	0	0	0	0	0	0	0	0	0
PLSCR3	NA	220	217	157	48	82	120	162	132	82	44
JOSD2	NA	83	98	46	26	43	61	80	78	71	49
ADIPOQ-AS1	NA	0	1	0	0	1	0	0	0	0	0
FRG2EP	NA	0	0	0	0	0	0	0	0	0	0
SPOCD1	NA	335	319	176	120	322	357	431	281	280	337
GHRH	NA	0	0	0	0	0	0	0	0	0	0
SMCR8	NA	2652	2577	923	954	2867	1548	1350	854	1445	1607
IL11RA	NA	8	24	6	3	5	3	2	6	0	2
DPY19L2P3	NA	0	0	0	0	0	0	0	0	2	0
RPS6KB1	NA	450	466	189	119	381	286	252	169	249	298
GDF3	NA	0	0	0	0	0	0	0	0	0	0
DNAJC19	NA	134	138	81	44	88	82	123	88	111	67
TOP1	NA	3147	3807	2179	2689	4596	2241	2807	3307	6867	4838
PLA2G4E-AS1	NA	0	1	2	0	0	1	0	1	0	0
RNF169	NA	888	926	288	410	1240	578	583	367	1087	1020
CRCT1	NA	0	0	0	0	0	0	0	0	0	0
MPST	NA	95	130	41	15	41	71	65	62	39	54
DPM2	NA	220	246	114	41	121	152	160	108	117	111
SLC18A1	NA	0	1	0	0	0	0	1	0	0	0
LOC102723377	NA	0	0	0	0	0	0	0	0	0	0
FARP1	NA	643	915	330	133	221	461	580	443	265	178
DPY30	NA	168	159	77	49	80	129	177	91	106	93
PAX7	NA	0	0	0	0	0	0	0	0	0	0
TUBD1	NA	65	91	6	4	20	53	54	17	36	39
GNL3	NA	400	473	219	115	237	265	288	225	390	354
LOC100507506	NA	1	2	0	0	0	0	1	0	0	1
ATF6B	NA	1419	1876	1023	492	913	986	1148	958	762	447
BTG2	NA	1610	9932	3961	1659	1281	1059	8242	2632	2757	1452
NDUFS6	NA	357	501	192	109	242	271	268	222	327	248
MIR4465	NA	0	0	0	0	0	0	0	0	0	0
ERAL1	NA	340	359	151	58	175	169	260	160	159	136
ECHS1	NA	636	712	339	167	457	469	552	452	530	344
VPS4A	NA	644	709	316	232	584	471	492	480	569	621
CYP11A1	NA	0	0	0	0	0	0	0	0	0	0
ABCC6	NA	0	4	0	0	0	1	0	0	5	6
PBX4	NA	0	2	0	6	12	1	0	2	9	10
NCF4	NA	352	524	309	65	150	203	314	245	164	91
NAGPA	NA	1120	1304	555	172	384	721	773	511	359	344
HYMAI	NA	11	14	17	18	18	7	10	28	26	24
OTOP2	NA	0	0	0	0	0	0	0	0	0	0
MTHFD2L	NA	20	18	8	1	6	13	10	8	18	10
ACOT12	NA	0	0	0	0	0	0	0	0	0	0
SLC35G3	NA	2	0	0	0	0	1	1	0	0	0
SNORD1C	NA	0	0	0	0	0	1	0	0	0	0
RAB1B	NA	2068	2399	1186	768	2136	1467	1657	1414	1888	1733
LOC100506159	NA	0	2	0	0	0	0	0	3	7	0
NTRK1	NA	0	0	0	2	0	0	0	0	0	0
MSL1	NA	456	557	207	112	326	340	410	271	295	387
OR13C2	NA	0	0	0	0	0	0	0	0	0	0
SLC6A11	NA	0	0	1	0	0	2	0	3	1	0
SCAF8	NA	1267	1512	712	462	1236	916	1073	861	1141	1061
NAP1L2	NA	0	0	0	0	0	0	0	0	0	0
CNGB1	NA	4	0	0	0	0	0	0	0	0	1
EPB41L4B	NA	2	0	0	0	0	0	0	2	0	0
FAM134B	NA	36	37	29	124	543	53	64	53	205	200
HS3ST3A1	NA	2	6	7	17	55	0	0	2	4	18
CPXM2	NA	0	0	0	0	0	0	0	0	0	0
SIRPB2	NA	524	598	257	120	185	300	359	242	143	97
LOC389332	NA	0	0	0	0	0	0	0	0	0	1
MIR3163	NA	0	0	0	0	0	0	0	0	0	0
LOC101927151	NA	56	29	14	10	25	43	29	11	22	48
CHORDC1	NA	238	240	57	100	177	191	212	118	266	246
TRIB3	NA	183	335	171	110	227	86	161	95	45	42
SLC2A5	NA	87	72	30	21	21	101	133	87	46	31
C2orf49	NA	171	160	41	38	102	125	136	72	88	115
DDX5	NA	4899	10505	8008	4928	5337	3840	8114	9220	7033	4530
LOC100507406	NA	0	0	0	0	0	0	0	0	0	0
OR5L1	NA	0	0	0	0	0	0	0	0	0	0
C4orf22	NA	0	0	0	0	0	0	0	0	0	0
ANAPC4	NA	197	262	100	56	106	145	187	102	127	153
ZSWIM1	NA	191	204	35	22	105	143	103	63	86	114
TMX4	NA	1925	2261	1076	779	1856	1079	1374	967	1208	1240
NUTM2B	NA	13	18	10	0	22	13	0	9	21	5
LOC93622	NA	19	35	14	2	4	15	8	9	4	1
ERV3-1	NA	140	115	57	34	85	66	53	42	40	38
KCNK3	NA	0	0	0	0	0	0	0	0	0	0
FLJ40288	NA	0	0	2	0	0	0	0	0	0	0
AQP9	NA	4464	6948	8832	13445	38357	4120	7416	13086	29704	33816
CAPNS2	NA	1	1	2	0	7	0	2	4	3	0
SLC15A2	NA	12	3	3	0	3	5	4	3	7	4
MIR4655	NA	0	0	0	0	0	0	0	0	0	0
MREG	NA	947	1116	543	622	1671	983	1181	1278	2395	1849
MMS22L	NA	103	134	39	8	22	84	90	42	20	30
LOC145783	NA	59	70	32	8	26	39	41	24	20	29
OR9I1	NA	0	0	0	0	0	0	0	0	0	0
PDLIM2	NA	151	214	68	10	14	125	120	108	66	31
ADAM7	NA	0	0	0	0	0	0	0	0	0	0
TBC1D3H	NA	0	0	0	0	0	3	0	0	10	10
GSTCD	NA	146	200	82	13	54	133	166	84	43	50
SLC12A8	NA	73	41	33	18	28	46	57	33	22	58
LINC00706	NA	0	0	0	0	0	0	0	0	0	0
TMEM174	NA	0	0	0	0	0	0	0	0	0	0
LRRN1	NA	2	0	0	0	0	0	1	0	0	6
IGSF3	NA	45	65	26	37	109	42	65	78	127	129
SRPK1	NA	382	383	231	119	348	281	325	287	384	330
SNORD37	NA	0	0	0	0	0	0	0	0	0	0
LOC93432	NA	0	0	0	0	0	0	0	0	1	0
LY6K	NA	0	1	0	2	0	0	1	1	0	0
PTCD3	NA	562	587	252	87	234	564	548	367	380	300
NFIA	NA	149	193	73	14	15	173	167	103	25	3
SNORA46	NA	0	0	0	0	0	1	0	0	3	0
LEP	NA	0	1	3	0	0	17	9	10	1	2
IRAIN	NA	5	3	2	1	0	0	4	2	3	3
ACTG1P4	NA	2	0	0	0	1	0	3	0	0	1
TP53AIP1	NA	0	0	0	0	0	0	0	0	0	0
MAPKAPK2	NA	972	1354	974	1079	2670	695	950	1308	2757	2493
CNTN4-AS2	NA	0	0	0	0	0	0	0	0	0	0
UFSP1	NA	6	2	0	0	0	2	5	1	1	4
NMNAT1	NA	102	88	37	8	35	81	72	38	28	41
LHFPL2	NA	3380	3335	1790	1572	4324	2693	2946	3451	5946	5733
C9orf43	NA	5	5	2	2	0	4	2	1	2	0
DIP2A	NA	344	390	127	100	250	280	343	193	274	240
ACTR8	NA	455	542	206	147	380	321	294	175	243	291
CCDC34	NA	20	23	14	5	7	15	12	8	11	2
PTPN22	NA	732	738	380	76	94	478	525	307	115	72
ITGA3	NA	675	723	320	139	326	648	609	363	356	293
FAM129C	NA	0	0	0	1	0	0	0	0	2	2
RABGGTA	NA	582	670	364	190	507	357	440	369	339	279
UNC45B	NA	0	2	0	1	0	0	2	0	0	0
KIAA1033	NA	2749	3085	1451	1677	4945	2315	2468	1864	3576	4157
ZNF510	NA	147	123	16	20	87	131	73	22	70	48
SLC26A10	NA	0	0	4	0	3	0	0	0	0	1
CYP2D6	NA	2	0	0	0	0	0	5	3	0	0
STX8	NA	265	316	143	90	129	214	222	131	188	135
FLJ36000	NA	0	0	0	0	1	0	0	0	0	0
WDR89	NA	75	84	10	7	40	73	64	26	51	54
LUZP1	NA	1002	1245	646	279	876	804	976	730	573	636
LINC01346	NA	0	0	0	0	0	0	0	0	0	0
EIF4G3	NA	2325	2989	1612	721	987	1582	2123	1522	1404	783
C5AR1	NA	2139	4562	3574	2792	7477	1700	4017	4411	3974	2784
ZNF623	NA	222	91	22	44	157	151	61	46	87	129
LOC102724699	NA	219	133	109	80	213	278	317	345	397	331
A2M	NA	36604	45730	22325	15134	39307	24572	28267	19844	27695	28563
PHLDB3	NA	11	17	8	4	3	16	13	11	13	10
CDK20	NA	21	24	4	0	0	18	7	6	7	6
TRIQK	NA	373	361	184	83	210	267	278	142	143	92
TGM7	NA	0	0	0	0	0	0	0	0	0	0
GRPEL1	NA	317	394	191	76	222	196	202	150	179	318
LMNB2	NA	308	344	239	212	260	228	309	387	516	353
ROCK2	NA	935	959	448	648	1421	722	804	573	1294	1291
SNX16	NA	192	167	59	89	193	146	145	91	192	140
MAFA-AS1	NA	0	1	0	0	0	0	0	0	0	0
ANXA3	NA	2	2	4	3	10	2	1	3	2	14
CCDC66	NA	142	122	39	28	81	90	87	55	49	46
CAPN10-AS1	NA	3	4	0	1	8	2	6	4	7	5
GRM7-AS1	NA	0	0	0	0	0	1	5	0	0	3
LOC101928203	NA	0	0	1	0	0	0	0	0	3	0
LOC100132078	NA	0	0	0	0	2	0	0	0	0	3
EED	NA	134	165	54	56	169	132	125	74	194	196
RNF32	NA	9	6	2	0	1	5	10	2	3	0
ATL2	NA	358	450	196	106	136	293	265	183	180	138
GCSAML-AS1	NA	0	0	0	0	0	2	1	0	0	0
HES1	NA	5	7	1	2	5	1	4	3	17	5
TXNDC8	NA	1	1	0	3	0	0	0	2	0	2
LINC01138	NA	19	30	8	15	21	23	15	14	16	28
CLC	NA	26	27	20	5	35	3	3	3	6	7
ISL1	NA	0	0	0	0	0	0	0	0	0	0
MANEA	NA	551	550	239	127	141	561	626	329	321	189
GRK1	NA	0	0	0	0	0	0	0	0	0	0
C1orf61	NA	0	0	0	0	0	0	0	0	0	0
ST8SIA6-AS1	NA	0	0	0	0	0	0	0	0	0	0
KRTAP10-4	NA	0	0	0	0	0	0	0	0	0	0
LINC01537	NA	7	13	9	2	5	10	18	19	19	16
RAPGEF6	NA	646	730	459	222	433	516	538	590	458	392
LOC285740	NA	21	6	3	6	13	2	0	4	8	8
NEIL1	NA	1	6	3	0	2	0	1	2	0	1
KIAA0020	NA	194	241	125	56	138	155	196	119	197	199
EGOT	NA	3	8	0	3	1	1	0	3	3	1
C16orf45	NA	2	2	1	0	0	4	2	1	0	0
RBM10	NA	431	575	216	98	334	322	326	292	319	276
DNAH17	NA	8	5	1	6	15	4	12	3	14	10
C19orf10	NA	1493	1834	909	543	1366	1268	1575	1262	1555	1576
MFF	NA	453	506	238	88	185	309	447	253	222	212
NOA1	NA	295	347	92	30	86	147	151	67	56	80
SLFN12	NA	105	91	18	71	183	66	58	34	139	76
EXOC3	NA	415	508	225	57	156	272	364	235	138	139
HIST3H3	NA	0	0	0	0	0	0	0	0	0	0
NCOR2	NA	7889	9884	4436	3387	7795	5026	5827	6012	10182	6703
LOC101927907	NA	0	0	0	0	0	0	0	0	0	0
LINC01574	NA	0	0	0	0	0	0	0	0	0	0
TNFRSF9	NA	9	30	84	303	855	7	39	253	1016	1341
LOC101926975	NA	0	0	0	0	1	0	0	0	0	0
MFSD8	NA	116	105	36	19	61	122	93	59	98	96
ALX1	NA	0	0	0	0	0	0	0	0	0	0
PODN	NA	0	0	0	0	0	0	0	0	0	0
LINC00159	NA	0	0	0	0	0	0	0	0	0	0
TIAL1	NA	722	760	308	139	434	439	549	273	340	393
ISM1	NA	0	1	0	0	0	0	0	1	1	0
HIST1H1E	NA	4674	5003	1757	431	1324	2996	2206	1118	881	1141
TM4SF4	NA	0	0	0	0	0	0	0	0	0	0
NPY6R	NA	0	0	0	0	0	0	0	0	0	0
BSPH1	NA	0	0	0	0	0	0	0	0	0	0
OSTCP1	NA	1	5	0	1	3	2	2	2	0	2
LOC101929694	NA	0	0	0	0	0	0	0	0	0	0
ZNF385B	NA	0	0	0	0	0	0	0	0	0	0
CORO2A	NA	852	1103	399	91	225	647	767	380	196	309
ETNK2	NA	112	118	63	13	30	70	47	23	28	12
MIR518A2	NA	0	0	0	0	0	0	0	0	0	0
LOC283299	NA	0	0	0	0	0	0	0	0	0	2
APOE	NA	6116	7435	3731	2529	7190	8531	10447	10819	14426	13787
ANGPT4	NA	2	10	0	0	1	7	5	4	3	0
MIR4499	NA	0	0	0	0	0	0	0	0	0	0
LINC01540	NA	11	6	1	4	0	11	18	7	11	3
ST8SIA4	NA	860	956	374	439	882	1052	1189	700	1245	821
LOC152225	NA	1	0	1	0	0	0	0	1	0	0
LOC642852	NA	71	71	45	14	23	34	31	32	13	14
EDRF1-AS1	NA	0	0	0	0	0	0	0	0	0	0
F2RL1	NA	1	0	0	3	0	0	2	2	0	0
FAM19A4	NA	1	0	0	1	2	1	0	0	0	0
MIR4662A	NA	0	0	0	0	0	0	0	0	0	0
CCAR1	NA	1111	1419	606	299	692	715	938	576	603	711
TMPO-AS1	NA	14	24	2	6	3	11	12	9	5	7
B3GNT7	NA	125	117	56	83	179	348	350	368	744	603
LOC101928306	NA	0	0	0	0	0	7	7	0	7	4
C17orf99	NA	0	1	0	0	0	0	0	0	0	0
KLHL36	NA	744	770	327	106	207	609	503	372	265	193
OPHN1	NA	270	257	158	178	402	265	364	438	492	338
MIR1225	NA	0	0	0	0	0	0	0	0	0	0
BANF2	NA	0	0	0	0	0	0	0	0	0	0
DESI1	NA	652	827	390	297	1184	387	451	369	776	878
LOC101927411	NA	0	0	0	0	2	0	0	0	0	0
LINC01011	NA	45	32	6	7	32	29	15	14	22	41
MIR200C	NA	0	0	0	0	0	0	0	0	0	0
LINC01545	NA	0	0	0	0	1	0	0	1	0	0
GAS2L1	NA	157	160	74	31	123	89	142	82	78	92
C8orf44-SGK3	NA	15	57	0	21	71	27	12	0	0	20
RFX3	NA	215	176	44	20	99	123	128	68	67	96
COPS4	NA	288	313	172	68	131	164	299	182	197	158
LINC00399	NA	0	0	0	0	0	0	0	0	0	0
BCHE	NA	0	0	0	0	0	0	0	0	0	0
FBXL19-AS1	NA	28	34	13	9	17	26	24	21	23	17
TONSL	NA	28	30	14	0	5	30	40	18	9	18
MIR4481	NA	0	0	0	0	0	0	0	0	0	0
BCL2	NA	104	107	94	347	1306	206	252	259	949	736
KCNMA1-AS1	NA	2	0	0	0	0	0	0	0	0	0
HBZ	NA	0	0	0	0	0	0	0	0	0	0
LOC101927132	NA	0	0	0	0	0	0	0	0	0	0
ARL13B	NA	105	103	60	69	127	103	158	99	179	171
KLHL41	NA	7	1	0	0	7	6	1	1	0	3
PA2G4P4	NA	10	0	0	1	1	16	8	11	9	4
MYO15B	NA	26	44	29	7	29	30	33	46	20	18
SPZ1	NA	0	0	0	0	0	0	0	0	0	0
SNORA19	NA	0	0	0	0	0	0	0	0	0	0
KIAA1324	NA	9	8	1	1	7	9	20	25	16	16
PLCL2	NA	589	671	220	160	643	351	403	186	362	430
MIR1255B1	NA	0	0	0	0	0	0	0	0	0	0
C4orf29	NA	86	83	40	10	40	70	79	45	52	61
ZNF284	NA	36	27	7	4	23	56	12	4	17	21
WDFY2	NA	303	364	141	80	119	223	247	221	150	60
NAALADL1	NA	13	14	7	6	4	4	5	5	4	0
DUSP5	NA	264	3813	1867	1968	4587	235	3953	3522	6190	4061
PXDN	NA	23	48	25	15	27	4	2	4	6	3
MIR2053	NA	0	0	0	0	0	0	0	0	0	0
SLMO1	NA	1	1	0	0	1	0	5	1	1	5
TNXB	NA	0	0	5	1	1	0	0	0	1	0
NRIR	NA	0	0	0	0	2	0	0	0	3	2
TIMM22	NA	193	167	55	24	108	109	102	75	64	90
A4GALT	NA	22	20	34	45	145	9	10	43	85	131
BIRC7	NA	23	50	29	13	19	11	11	15	11	1
TOMM34	NA	218	271	160	133	359	116	128	173	258	228
FAM110C	NA	0	0	0	0	0	0	0	0	0	0
VIM-AS1	NA	28	127	124	63	71	16	138	160	103	47
ADAM32	NA	1	2	0	0	0	4	3	2	2	1
CRHBP	NA	6	17	6	0	5	21	19	1	1	0
POLR2J4	NA	46	59	28	15	42	32	27	39	30	15
LOC101927814	NA	3	6	0	1	0	0	4	0	0	2
RBFADN	NA	0	0	0	0	0	0	0	0	0	0
AQP2	NA	0	1	2	0	0	0	0	0	0	0
MIR6845	NA	0	0	0	0	0	0	0	0	0	0
F7	NA	0	0	2	1	0	0	0	3	0	0
CNOT1	NA	6751	6743	2895	1937	5739	4220	4420	2722	4128	4258
FAM138A	NA	0	0	0	0	0	0	0	0	0	0
SLC13A4	NA	2	1	3	0	0	0	0	1	0	0
RSPH4A	NA	3	3	0	0	2	0	1	1	15	7
MIR6781	NA	0	0	0	0	0	0	0	0	0	0
ZBTB11	NA	866	591	245	185	397	539	427	312	481	351
B3GALT5	NA	0	0	0	0	0	0	0	0	0	0
EXOC2	NA	861	1005	415	211	833	628	701	432	421	616
PRR22	NA	5	5	1	2	2	2	1	5	0	3
IRS1	NA	1	4	7	1	5	0	0	3	1	4
SAMM50	NA	571	698	235	78	115	369	423	289	134	97
MRPL34	NA	591	663	224	46	147	404	352	229	132	162
HSF2	NA	82	73	32	4	23	69	73	28	45	47
CDC42EP3	NA	425	665	706	858	1764	537	951	1200	1779	964
KRTAP24-1	NA	0	0	0	0	0	0	0	0	0	0
TSPAN7	NA	1	5	4	0	1	1	3	0	0	0
MIR1185-1	NA	0	0	0	0	0	0	0	0	0	0
MFN2	NA	1735	2128	1064	522	1079	1084	1299	1042	920	978
LOC101929172	NA	0	0	0	0	0	0	0	0	0	0
RHOH	NA	9	50	22	8	33	6	71	26	66	55
NUCB1	NA	3862	4951	2357	1511	4064	2172	2576	2262	2784	2649
ZSCAN32	NA	168	132	29	32	141	113	85	30	80	121
ARL16	NA	109	127	32	17	33	67	84	61	77	61
TLCD2	NA	28	25	9	3	26	36	56	45	39	25
TACR1	NA	0	0	0	0	0	1	0	0	0	0
FAM204A	NA	174	226	140	62	145	114	136	90	187	168
SNX25	NA	21	30	16	5	45	21	14	18	15	24
RHBDF1	NA	21	24	14	13	32	26	14	20	23	17
PCDH18	NA	0	0	0	0	0	0	0	0	0	0
MYO5C	NA	3	5	2	1	7	3	2	6	7	2
MIR3934	NA	0	0	0	0	0	0	0	0	0	0
LINC01207	NA	0	0	0	0	0	0	4	0	1	0
LINC00841	NA	0	0	0	0	0	0	0	0	0	0
MAPK10	NA	0	0	0	0	1	0	0	0	3	4
LDHAL6A	NA	0	5	0	0	2	5	0	1	4	5
NUDT12	NA	58	66	12	6	17	87	115	25	26	31
NCAM1	NA	0	0	0	1	4	0	0	0	0	0
OTX2-AS1	NA	0	0	0	0	0	0	0	0	0	1
ZSWIM8-AS1	NA	10	3	5	3	15	3	8	9	5	10
PI4KAP1	NA	20	40	11	9	17	62	53	59	82	59
SNORD46	NA	0	0	0	0	0	4	3	0	0	0
KRT71	NA	0	0	0	0	0	0	0	0	0	0
GLIS2	NA	27	22	11	1	3	13	4	5	10	11
DAPP1	NA	357	368	163	456	913	237	227	216	829	725
LOC101927359	NA	0	0	0	0	0	0	0	0	0	0
ATF7	NA	1222	1048	359	401	1048	863	883	408	966	856
PRR27	NA	0	0	0	0	0	0	0	0	0	0
TM6SF1	NA	340	360	193	139	171	320	363	280	237	128
NFIL3	NA	1283	4863	996	196	737	708	2574	657	531	873
LZTS1-AS1	NA	0	0	0	0	0	0	0	0	0	0
SEZ6	NA	5	1	0	0	5	0	0	4	0	4
UBAC2-AS1	NA	4	3	1	0	3	0	6	2	2	0
NANOS3	NA	0	0	0	0	0	0	0	0	0	0
DNAJA3	NA	365	464	118	41	87	238	230	160	125	137
LOC101927207	NA	0	0	0	0	0	0	0	0	0	0
CIITA	NA	1514	1666	603	113	249	1111	1130	598	208	149
CLDN6	NA	1	0	0	0	0	0	0	0	2	1
MIR4261	NA	0	0	0	0	0	0	0	0	0	0
LOC256880	NA	0	0	0	0	0	0	0	0	0	0
EPHA4	NA	0	0	0	0	1	0	0	2	0	1
FANCC	NA	25	30	6	7	15	23	24	22	33	18
FLJ38576	NA	1	0	0	0	0	2	1	0	2	0
AWAT1	NA	0	0	0	0	0	0	0	0	0	0
CMTM3	NA	1163	1099	506	447	1182	751	760	655	889	812
LINC01502	NA	0	0	0	0	0	1	0	1	0	4
PSG3	NA	0	0	0	0	0	0	0	0	0	0
MRPL15	NA	364	418	136	113	202	225	244	191	258	173
C21orf59	NA	180	218	103	36	46	166	187	106	54	65
PLCXD2	NA	0	0	0	0	0	0	0	0	0	0
KRT222	NA	0	0	0	0	0	0	0	0	0	0
UBE2L6	NA	1009	1102	514	959	4249	660	639	589	2309	3164
MED14	NA	1300	1630	807	868	1846	1041	1311	1026	2110	1680
HP1BP3	NA	1128	1835	973	507	925	954	1420	1162	1262	859
ENHO	NA	222	213	79	34	57	73	75	64	41	21
loc1241	NA	0	0	1	0	0	0	0	2	0	0
TPBG	NA	0	3	8	8	5	2	7	13	31	8
OSR2	NA	0	142	118	17	12	0	68	53	14	9
HEPHL1	NA	0	0	0	0	3	0	0	3	7	0
XPC	NA	626	645	276	176	351	381	386	279	274	193
KLHL7	NA	156	155	80	34	109	159	180	78	99	131
CCR3	NA	1	0	0	0	0	0	0	0	0	2
AGTPBP1	NA	1036	1205	597	351	456	604	711	557	609	355
ALDH1L2	NA	209	231	143	110	337	198	214	127	247	292
GACAT3	NA	0	0	0	0	0	0	0	0	0	0
NOP58	NA	422	485	271	121	135	335	425	280	310	277
PCSK6	NA	1	1	0	0	2	1	6	3	4	1
LOC101928565	NA	0	0	0	0	0	0	0	0	0	0
STAT5A	NA	1529	1731	1857	3659	5959	1036	1474	3522	7845	4354
CCDC172	NA	0	0	0	0	0	0	0	0	0	0
LINC01494	NA	0	0	0	0	0	0	0	0	0	0
TRIM49B	NA	0	0	0	0	0	0	0	0	0	0
PTPN2	NA	641	731	389	443	1475	503	658	478	1219	1798
LONRF2	NA	0	0	0	0	0	0	2	0	0	0
TUBA3E	NA	2	0	0	0	0	1	0	1	0	1
SF3A3	NA	546	757	302	111	216	427	526	306	326	249
CATIP	NA	1	0	0	0	2	0	2	2	0	1
MIR3153	NA	0	0	0	0	0	0	0	0	0	0
LOC102723778	NA	0	0	0	0	0	0	0	0	0	0
HCFC1	NA	3942	4560	2059	1165	3676	2542	2756	2024	2904	2961
SLC3A1	NA	0	0	0	1	0	0	0	1	0	0
MYO16-AS1	NA	0	0	0	0	0	0	0	0	0	0
LOC102724589	NA	0	0	0	0	0	0	0	0	0	0
AHNAK	NA	40710	53573	29557	28944	81047	28593	40390	43255	73346	77499
KIF14	NA	4	14	4	4	6	8	13	5	4	4
ACTR5	NA	23	22	6	2	18	18	19	14	7	6
TENC1	NA	4	15	5	8	11	3	5	13	9	3
YIPF2	NA	289	288	159	75	138	174	171	138	137	104
HEATR5B	NA	737	844	335	118	290	623	725	514	368	340
MYEOV2	NA	113	108	61	29	75	84	128	54	97	62
DUSP18	NA	269	295	117	87	316	191	203	183	251	266
SMAD5-AS1	NA	0	3	2	3	1	0	6	3	0	5
MIR4255	NA	0	0	0	0	0	0	0	0	0	0
AHR	NA	7533	12836	7374	1797	6738	6379	12349	10841	6299	9868
C17orf53	NA	10	10	13	1	9	7	19	7	4	18
PTPRH	NA	2	0	1	0	4	2	8	7	6	1
ATP6V1C1	NA	1806	2065	966	564	1063	1748	2182	1650	1578	1381
TAS2R3	NA	3	0	0	2	2	4	0	1	3	0
LUZP6	NA	4730	5356	2439	2403	7342	3498	3747	2650	4641	4930
RTCB	NA	852	850	408	394	1450	472	546	450	1189	1250
COQ10B	NA	292	446	245	234	566	233	445	349	512	553
PDZRN3-AS1	NA	0	0	0	0	0	0	0	0	0	0
SORBS2	NA	0	0	0	0	0	0	0	0	3	0
PSMF1	NA	1629	1685	817	476	1525	1337	1293	991	1387	1306
NFE2L2	NA	2330	5735	4361	2478	4520	1718	4948	3839	3799	3348
SH3PXD2A	NA	914	996	397	148	344	479	438	232	224	131
SPINK5	NA	0	0	0	0	2	0	0	0	0	0
SH2D2A	NA	1	0	0	0	2	0	10	1	7	1
LINC00368	NA	0	0	0	0	0	0	0	0	0	0
CYP4A22	NA	0	0	0	0	0	0	0	0	0	0
MRPS24	NA	248	208	102	78	146	109	148	147	212	134
OPA3	NA	309	339	117	78	149	214	225	177	212	226
NEGR1-IT1	NA	0	0	0	0	0	0	0	0	0	0
SLC14A2-AS1	NA	0	0	0	0	0	0	0	0	0	0
TRAF7	NA	1007	1130	509	217	468	610	671	454	423	399
MT1G	NA	3	2	3	1	2	1	4	0	2	1
MAGOHB	NA	50	59	32	20	31	30	60	26	55	29
SNRPD2P2	NA	0	0	0	0	0	0	0	0	0	0
MILR1	NA	118	112	66	30	88	121	155	114	124	93
HS1BP3	NA	363	351	191	88	290	315	317	280	275	264
OR2B2	NA	0	0	0	0	0	0	0	0	0	0
LOC101927766	NA	0	0	0	0	0	0	0	0	0	0
CLYBL-AS1	NA	0	0	0	0	0	0	0	0	0	0
CHRM4	NA	3	3	4	0	2	3	4	2	0	0
SFRP2	NA	0	0	0	0	0	0	0	0	0	0
RIC3	NA	0	0	0	0	0	0	0	0	0	0
DENND5B-AS1	NA	0	0	0	0	0	0	0	0	0	0
MIR4789	NA	0	0	0	0	0	0	0	0	0	0
ART1	NA	0	0	2	0	0	0	0	0	1	0
C6orf1	NA	270	295	120	53	222	265	234	182	162	211
MIR503HG	NA	3	2	0	3	0	9	9	8	3	1
DUS4L	NA	39	69	27	6	19	45	49	39	29	17
ZMIZ1-AS1	NA	80	137	101	98	189	119	196	230	297	269
TNFAIP6	NA	13	1002	1588	4083	10242	17	2816	7357	20087	17123
MIR604	NA	0	0	0	0	0	0	0	0	0	0
CHEK2P2	NA	0	0	0	0	0	0	0	0	0	0
NRON	NA	0	0	0	5	21	0	0	0	11	3
KCTD21-AS1	NA	0	0	0	0	0	3	0	0	1	0
RTEL1	NA	218	267	122	22	110	158	143	162	60	46
CCT4	NA	1813	1968	845	492	970	1074	1268	878	1061	766
LINC00682	NA	0	0	0	0	0	0	0	0	0	0
ZNF709	NA	16	5	2	0	5	19	2	2	2	10
BLOC1S5-TXNDC5	NA	97	0	8	26	29	8	0	51	0	12
CHMP6	NA	190	201	98	42	137	117	126	122	131	140
UPP2	NA	0	0	0	0	0	0	0	0	0	0
NDUFA13	NA	723	767	377	229	570	515	610	501	713	556
CD151	NA	533	669	284	201	468	525	614	481	513	516
CYP19A1	NA	24	26	10	15	66	4	7	4	11	10
TOMM20L	NA	0	0	0	0	0	1	1	0	0	0
ARFRP1	NA	186	184	88	72	231	124	125	108	175	216
MRPL41	NA	129	183	70	31	69	104	136	106	135	90
CRYBA1	NA	2	0	0	0	3	0	0	1	0	0
NPFFR2	NA	0	0	0	0	0	2	0	5	1	5
SNORA74A	NA	1	2	1	0	0	3	0	1	0	1
KIF25	NA	0	0	0	0	1	0	0	0	0	0
